0,Hateful Tweet ID,hate_speech,Reply Tweet ID,counter_speech,counter_speech,Q2,Q3,Q4,target,clarity,evidence,emotional_appeal,rebuttal,audience_adaptation,fairness
1126,1304945591407894528,"You dm a hoe back you like a bitch picture you even smile in a hoe face to long you cut tf off if all yo homeboys single cut tf off you go to the strip club more then 2 times a month cut tf off, bitch call you her brother cut tf off if I FaceTime you & you call regular cut TF OFF",1305186582887100418,@AsianDaBrattt can y’all jus get back together 😭,1,0.0,0.0,,gender,3,1,1,1,1,3
1127,1304945591407894528,"You dm a hoe back you like a bitch picture you even smile in a hoe face to long you cut tf off if all yo homeboys single cut tf off you go to the strip club more then 2 times a month cut tf off, bitch call you her brother cut tf off if I FaceTime you & you call regular cut TF OFF",1305472463208411136,@AsianDaBrattt reading this gave me a migrane,1,0.0,0.0,,gender,3,1,1,1,1,3
1128,1304945591407894528,"You dm a hoe back you like a bitch picture you even smile in a hoe face to long you cut tf off if all yo homeboys single cut tf off you go to the strip club more then 2 times a month cut tf off, bitch call you her brother cut tf off if I FaceTime you & you call regular cut TF OFF",1305651629727911937,@AsianDaBrattt You give a two time limit ? Some women won’t even let you say the word “strip club”,1,0.0,0.0,,gender,3,1,0,2,1,3
1129,1304945591407894528,"You dm a hoe back you like a bitch picture you even smile in a hoe face to long you cut tf off if all yo homeboys single cut tf off you go to the strip club more then 2 times a month cut tf off, bitch call you her brother cut tf off if I FaceTime you & you call regular cut TF OFF",1307484935662514177,@AsianDaBrattt @klosettalk No u cut off from life lol,1,0.0,0.0,,gender,1,1,0,2,1,3
1155,1307766760897048578,"You can’t call a Black woman a “pick me ass bitch”, then cry foul when you’re attacked. BW are off limits when it comes to shaming and derogatory comments. But not if you’re a Black woman that cares for Black men. We’re supposed to accept being called bitches by other Black women",1307769274275180544,@ericaleshai Are you also supposed to accept being called n**ga too? Since you love using the word in a delusional attempt at reclamation,1,0.0,0.0,,ethnicity/race,3,1,1,2,1,2
1156,1307766760897048578,"You can’t call a Black woman a “pick me ass bitch”, then cry foul when you’re attacked. BW are off limits when it comes to shaming and derogatory comments. But not if you’re a Black woman that cares for Black men. We’re supposed to accept being called bitches by other Black women",1307852591653625856,@ericaleshai the ideology of hatred towards black men is geared from a stigma that is portrayed upon black men specifically and not all men even though some may or may not be true. I think we should just keep supporting and giving shout outs to the good instead of posting all the time the bad,1,1.0,0.0,,ethnicity/race,3,2,0,1,1,3
1157,1307766760897048578,"You can’t call a Black woman a “pick me ass bitch”, then cry foul when you’re attacked. BW are off limits when it comes to shaming and derogatory comments. But not if you’re a Black woman that cares for Black men. We’re supposed to accept being called bitches by other Black women",1307908840894033926,@ericaleshai DAMN!!! Do we love each other or do we hate each other!!??,1,0.0,0.0,,ethnicity/race,2,1,1,1,1,2
1170,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309542176238469122,@HBCUfessions Bitches or your girlfriends?,1,0.0,0.0,,gender,1,1,0,1,1,2
1171,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309545182912749568,@HBCUfessions So are you broke or do you have money ⁉️,1,0.0,0.0,,gender,3,1,0,1,1,3
1172,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309548973443756032,"@HBCUfessions Or hear me out, don’t date people who don’t share your philosophy. If she expects it, it’s because it’s what she’s used too and most of the time the level she’s one. Move if you with it. Is it rocket science?",1,1.0,0.0,,gender,3,1,0,2,1,3
1173,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309555490783977478,@HBCUfessions I woulda agreed if he didn’t refer to females as “bitches”,1,1.0,0.0,,gender,3,1,0,1,1,3
1174,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309595747717910535,@HBCUfessions speak yo shit king,1,0.0,1.0,,gender,2,1,0,1,1,2
1175,1309541942804570114,Bitches always complain that I don’t spend money on them. This is college and most of the time we BOTH sum broke ass college students so stop worrying bout what I’m doing w/ my money and go and get yo own bag. -anon,1309635603416453120,"@HBCUfessions Boiii just stack ya bread... Keep it moving; Ive spent my college days spending money on necessities only... car, rent, allat...you still gonna get laid I promise😂😂😂  Invest in YOU my nigga, its enough of them to go around",1,0.0,1.0,,gender,3,2,1,1,1,2
1188,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850605783076864,@stylebender Izzy. How many times you hit and run pregnant ladies dawg?,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,3
1189,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850643317944321,"@stylebender @Dterrazas760 @MasChingon84 this dude @stylebender is bad ass, a shit talking Anderson Silva!",1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
1190,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850653103333376,@stylebender How is he just gonna insult anime like that,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1191,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850680324415488,@stylebender So you not mad he called anime cartoons?🤷🏾‍♂️,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1192,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850712133971968,"@stylebender You’ll respond to Jones, why won’t you respond to Alex Pereira. 🤨🤔",1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
1193,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311850770296262662,@stylebender They really fucked up by putting you in a hotel with nothing to do for two weeks. The whole LHW&amp;HW division gonna catch shade by the time they let you out.,1,1.0,1.0,,lgbtqia+,3,1,0,1,1,2
1194,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851230315110401,@stylebender You gonna fight him or what?,1,0.0,0.0,,lgbtqia+,2,1,1,1,1,3
1195,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851354634166272,@stylebender Kiss and make up...actually you two bicker like brothers...,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
1196,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851471764434945,@stylebender @stylebender @JonnyBones can y’all just fight already?!?!,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
1197,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311854321202540544,"@stylebender What’s wrong with anime? Can’t watch anime, but can snort coke?",1,0.0,0.0,,lgbtqia+,3,1,0,1,1,2
1198,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311854864474013696,@stylebender Layers upon layers with this one shit but can we get this fight fr? It would be huge for the sport,1,0.0,1.0,,lgbtqia+,3,1,0,1,1,3
1199,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311855546761441280,@stylebender Ur the one saying u don’t want to fight him yet.. so who’s running 😂😂💀?,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,2
1200,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311856869351145472,@stylebender Fight him then . Talk all that shit but won’t fight him.,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,3
1201,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311858052044263425,@stylebender If you want to fight bones that bad why dont you just move up?,1,0.0,0.0,,lgbtqia+,2,1,0,1,1,3
1202,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311859232665489408,@stylebender Dude you cant last a round with him,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1203,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311859505228062722,@stylebender Wtf is wrong with cartoons?,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
1204,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311868882689425409,@stylebender Just fuck or fight already... gezzzz,1,0.0,1.0,,lgbtqia+,2,1,1,1,1,1
1205,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311873482192572418,@stylebender U TURNED DOWN THE FIGHT 🤦🏿‍♂️🤦🏿‍♂️🤷🏿‍♂️,1,0.0,0.0,,lgbtqia+,1,1,0,1,1,3
1206,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311911566174908417,"@stylebender ""you either die a hero or you live long to see yourself become the villian"". Izzy, you're really turning into an online bully now. It's really sad and ironic :(",1,1.0,0.0,,lgbtqia+,3,1,1,1,1,3
1207,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311923220530987009,@stylebender And you let hem disrespect anime just like that?,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1208,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311929599006212096,@stylebender @stylebender you may be one of the stupiest our there.. Jon Jones beats you 9 times from 10. What are you hoping on ? That one time you are doing leg kicks he get injured and you then beat him ? Well yes you still have something to hope for you are right..,1,1.0,1.0,,lgbtqia+,3,1,1,2,1,3
1209,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311948487018393606,@stylebender Never trust a man who doesn't like cartoons.,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1210,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311991473890566146,@stylebender You are the only runner in the ufc,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,3
1211,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1312075269138718720,@stylebender Man the disrespect for Jones is unreal he’s still the 🐐,1,0.0,0.0,,lgbtqia+,3,1,0,1,1,3
1212,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1312200445452984320,@stylebender @bony is the greatest of all time Izzy wouldn’t stand a chance,1,0.0,1.0,,lgbtqia+,3,1,0,1,1,3
1213,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851058596020224,@stylebender Yo just fuck each other already lol,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
1214,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851127865044993,"@stylebender Don’t think you should be calling people out about not being themselves.

You are more scripted than Colby Covington.",1,0.0,1.0,,lgbtqia+,3,1,1,1,1,3
1215,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851169489195008,@stylebender Dude is a clown. He is so cringe it’s not even funny,1,0.0,1.0,,lgbtqia+,3,1,0,1,1,2
1216,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311851216901636097,@stylebender stfu up and fight him😂,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,2
1217,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311852082798895105,@stylebender Someone who laughs about another's data point is in a cage. You know it. You own more of the matrix.,1,1.0,1.0,,lgbtqia+,2,1,0,1,1,3
1218,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311852172712189952,@stylebender You both are losing respect here... You both are adults... If you really want each other so badly just sign the contracts and fight insider the octagon... Let's see who end up on the canvas being humpped 😎,1,1.0,0.0,,lgbtqia+,3,1,1,1,1,2
1219,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311854989069828096,@stylebender Aren’t you supposed to be in quarantine in NZ? Looks like your in Jone’s head,1,0.0,0.0,,lgbtqia+,3,1,1,1,1,3
1220,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311929435872923649,@stylebender You still running your mouth?  You want another moment like that?  That face and fetal position cost you half your fans.  Want to lose the rest? https://t.co/Vj1er48ZdL,1,1.0,0.0,,lgbtqia+,3,1,1,1,1,2
1221,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311873100649246721,"@stylebender Man stfu and fight him if you’re so much better than him. The thing is, he’ll murder u",1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
1222,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311878979964547074,@stylebender this from the guy who run away from romero for 5 round i love u izzy but your a dick,1,1.0,1.0,,lgbtqia+,2,1,0,1,1,2
1223,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311883979088429060,@stylebender Israel be turning the pussy card when he be the one running,1,1.0,1.0,,lgbtqia+,2,1,1,1,1,2
1224,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311885890789289985,"@stylebender You two bitches love each other, can’t hide it. Lol",1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
1225,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311886189411151874,"@stylebender All I know is @JonnyBones never ran during the fight, not a fan of either so I guess that makes it clear who's the better fighter/champ. Haters, Pussies, Casuals comment down below ⬇️",1,1.0,0.0,,lgbtqia+,3,1,0,1,1,2
1226,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311898135501836290,@stylebender So you fighting him anytime soon or you just going to talk shit from afar forever?,1,0.0,1.0,,lgbtqia+,3,1,1,1,1,2
1227,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311912030534799365,"@stylebender @JonnyBones please move up to heavyweight if you are man enough and please shot d fuck, we love @stylebender @USMAN84kg @francis_ngannou @ufc",1,0.0,1.0,,lgbtqia+,2,1,0,1,1,1
1228,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311913702703140866,@stylebender Just fight you self righteous fucks,1,0.0,1.0,,lgbtqia+,1,1,1,1,1,1
1229,1311850414493462528,Hahahahaha!! Man this guy is really something. He actually can’t just be himself. “Hey Pussy you still there?” I know you’re reading this. Fuck I love it when they run.,1311963467570585605,@stylebender Says the biggest runner of them all,1,0.0,1.0,,lgbtqia+,2,1,0,1,1,2
1355,1313686404912705536,in real time i’ll push all you bitches over a cliff for shorty but that’s another topic.,1313699768376455168,@toosii2x Atp we don’t gaf we happy for you so stop disrespecting us 🥺,1,1.0,0.0,,gender,2,1,0,1,1,2
1356,1313686404912705536,in real time i’ll push all you bitches over a cliff for shorty but that’s another topic.,1313849789419851779,@toosii2x sheesh wasn’t you just callin a nigga out for callin yo fans bitches tho ? we get it. lmao,1,0.0,0.0,,gender,2,1,0,1,1,2
1382,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317132131349504001,@JustinLaboy Liars are turn offs🤷🏾‍♀️ https://t.co/suy72vfLsZ,1,0.0,0.0,,gender,2,1,0,1,1,3
1383,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317132304628711425,@JustinLaboy 😂😂😂😂 well this is toxic. U want me to tell u what u wanna hear???,1,0.0,0.0,,gender,3,1,1,2,1,3
1384,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317132865537179648,@JustinLaboy 😭😭😭 who hurt your feelings?,1,0.0,0.0,,gender,2,1,1,1,1,3
1385,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317134410014183424,@JustinLaboy How is that a turn off 😳,1,0.0,0.0,,gender,2,1,0,1,1,3
1386,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317135366323929090,@JustinLaboy This is me. I’m going to tell your ass the truth so don’t ask anything you really don’t want to hear the answer to 😂🤣,1,0.0,1.0,,gender,3,1,1,1,1,2
1387,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317138357739278338,@JustinLaboy You new ninjas are weirdos 😹,1,0.0,0.0,,gender,1,1,0,1,1,3
1388,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317139424707313665,"@JustinLaboy And, so the fuck what!!!",1,0.0,0.0,,gender,1,1,0,1,1,2
1389,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317147147268128769,@JustinLaboy But y’all hate it when we lie soooo figure it out 😭😭,1,0.0,0.0,,gender,2,1,0,1,1,3
1390,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317133175039184897,@JustinLaboy But when we lie yall hate us? Go to hell 🤦🏻‍♀️,1,0.0,1.0,,gender,3,1,0,1,1,1
1391,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317135292839546882,@JustinLaboy Whatttt lmfao i thought yall niggas like honest bitches 🤔,1,0.0,1.0,,gender,3,1,0,1,1,2
1392,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317287109686816768,@JustinLaboy Good thing we don’t gaf about nothing and that includes your opinion #respectfully,1,0.0,1.0,,gender,3,1,1,1,1,2
1393,1317130762282565633,I hate bitches that tell the truth all the time they don’t give a fuck about nothing or nobody that shit is a turn off 🤦🏽‍♂️ #Respectfully,1317294400288993280,@JustinLaboy ... what ? 😂 I’m confused.,1,0.0,0.0,,gender,1,1,0,1,1,3
1408,1317831143710916610,bitches get beat up by a nigga and go back ... fuck you see in him ? a rematch ?😂😂😂,1317866478507610112,@liltreyspam stop stealing tweets bitch,1,0.0,1.0,,gender,1,1,0,1,1,2
1422,1317996638921723904,Bitches eat one pussy and swear they gay 🙄 come eat mine i’ll let you know 🥴😂,1318064425740292096,"@chitownesbeauty Ummm ma’am please relinquish your cellular device and step away from the timeline. 

Frisk and search for backup devices",1,0.0,1.0,,gender,1,1,0,1,1,3
1505,1318226376990883840,Fellas stop giving out dick if she ain’t bought you something nice in a while. You’re the prize. Fuck her.,1318289879801933824,@waymoflydenuu You're a catastrophic event I didn't know there was a space behind the gas pedal but you on that shit I fucks with it.,1,1.0,1.0,,gender,3,1,1,1,1,2
1506,1318226376990883840,Fellas stop giving out dick if she ain’t bought you something nice in a while. You’re the prize. Fuck her.,1318396783983198211,@waymoflydenuu Stop going viral with the lies &amp; deceit!! PUHLEASE NICK 🤣🤣🤣🤣🤣,1,0.0,0.0,,gender,2,1,0,1,1,3
1593,1318342047447744512,I need a boss bitch she got her own and she only fw me,1318420286740582400,@lilruffway62 Nigga you funny as hell typing that tweet like you wasn’t living with @itsveevaldez in HER apartment. Like you wasn’t riding passenger in HER car. You had a chick grinding for her own. Just face it bruh you messed it up lol.,1,1.0,1.0,,gender,3,1,0,2,1,3
1599,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318388566012067840,@Dave_Horwitz i hate this tweet,1,0.0,0.0,,gender,2,1,1,1,1,3
1600,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318403328850579457,@Dave_Horwitz this is fuckin ruuude,1,0.0,1.0,,gender,2,1,0,1,1,2
1601,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318406611585527809,"@Dave_Horwitz Your poor poor dog, Dave.",1,0.0,1.0,,gender,1,1,1,1,1,3
1602,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318419547217489920,@Dave_Horwitz @IanJamesMilheim Thanks I hate it https://t.co/hEfZDAKu59,1,0.0,0.0,,gender,1,1,0,1,1,3
1603,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318463282974437376,@Dave_Horwitz thanks i hate it,1,0.0,1.0,,gender,1,1,0,1,1,3
1604,1318388474785878016,wanna feel old? look in the mirror ya fuckin. fuckin dinosaur. haha old ass bitch,1318596792049684481,@Dave_Horwitz R U D E,1,0.0,1.0,,gender,1,1,1,1,1,2
1665,1318407457002131456,Where the low key bitches all these hoes wanna be seen these days,1319108521451872261,@MIABabyFace Stop fucking playing w/ me.,1,0.0,1.0,,gender,3,1,1,1,1,2
